Date,Episode,Total_Reward,Total_Loss
2024-12-03,1,-421.81967255716603,45.18789261604016
2024-12-03,2,-438.60142122383013,86.72633639446059
2024-12-03,3,-451.9325237477115,102.25823565252307
2024-12-03,4,-522.9739233275361,166.64898885621787
2024-12-03,5,-463.0280239866091,85.33159069456542
2024-12-03,6,-430.52178712337786,61.934474701707856
2024-12-03,7,-423.84789202915397,52.09900033333555
2024-12-03,8,-436.8606620610566,81.78214997437699
2024-12-03,9,-445.506309249481,80.26555312869696
2024-12-03,10,-443.3915712255057,96.3542743449811
2024-12-03,11,-446.7734397314659,92.31314149971134
2024-12-03,12,-450.3257314396242,97.93124998458819
2024-12-03,13,-439.0433178948948,62.203736045451016
2024-12-03,14,-413.2796802739074,43.94195162924143
2024-12-03,15,-425.13876184458,67.78936731120908
2024-12-03,16,-424.2080757571946,69.86721883392437
2024-12-03,17,-413.6965062683608,67.25197414164317
2024-12-03,18,-416.31103139679834,59.581646441053195
2024-12-03,19,-414.5676017770025,57.106652498379866
2024-12-03,20,-373.90971294166087,29.08581197448634
2024-12-03,21,-370.7241807404794,28.68495870814701
2024-12-03,22,-428.50131553029104,63.17694785263042
2024-12-03,23,-420.1379739612572,66.48907422600278
2024-12-03,24,-413.78717954582817,52.792928309828135
2024-12-03,25,-414.64564996821196,59.202570629802715
2024-12-03,26,-414.52897115525553,65.00505836825764
2024-12-03,27,-410.7143631686038,40.98582134772887
2024-12-03,28,-382.7034750920668,36.32678783498325
2024-12-03,29,-423.1602335370252,59.14643392905216
2024-12-03,30,-441.7980114591861,86.59768030575283
2024-12-03,31,-423.6995281997863,66.69225193026504
2024-12-03,32,-433.2446698725769,73.67312221796942
2024-12-03,33,-424.6796257889423,70.29885232669417
2024-12-03,34,-411.42542191387724,40.69710442481068
2024-12-03,35,-370.8821981381894,32.6944839142171
2024-12-03,36,-425.3573608538784,58.29666937604938
2024-12-03,37,-429.9684002521052,68.29483862078702
2024-12-03,38,-436.0808578976275,79.17219461662339
2024-12-03,39,-428.99724701483836,77.51476537804805
2024-12-03,40,-428.3622508311116,74.02486113669276
2024-12-03,41,-389.83651623511895,35.51837397080525
2024-12-03,42,-386.315643234956,31.689437229267202
2024-12-03,43,-421.2955324848739,57.45467630700516
2024-12-03,44,-417.2243290499297,57.59210425236423
2024-12-03,45,-415.7517664908676,60.22319109935689
2024-12-03,46,-410.7946222006556,53.211878090412085
2024-12-03,47,-418.0345957646495,51.43365115273663
2024-12-03,48,-378.01218467011415,26.216509974539463
2024-12-03,49,-360.5637152009574,20.529349180751225
2024-12-03,50,-413.64912690500887,47.54502334395732
2024-12-03,51,-411.8480725768035,51.826493486572346
2024-12-03,52,-415.3330577733129,59.83174730636744
2024-12-03,53,-417.52545007341695,60.5259186885882
2024-12-03,54,-403.8870704869734,45.48362840241728
2024-12-03,55,-411.09624352721653,44.23329102209375
2024-12-03,56,-374.9233376117781,30.291424970069002
2024-12-03,57,-416.004081836131,50.376774678583004
2024-12-03,58,-416.2688076472064,52.394783870786895
2024-12-03,59,-422.66033686736375,55.83261394987027
2024-12-03,60,-422.2570017257384,60.35166013177792
2024-12-03,61,-422.1104070151727,61.87225268858183
2024-12-03,62,-414.1691506452311,44.18220622870386
2024-12-03,63,-372.161407917028,29.45036231810699
2024-12-03,64,-413.5938977855338,51.62952517917595
2024-12-03,65,-417.79292134316097,60.72059635598652
2024-12-03,66,-424.10036954245044,66.51023181733188
2024-12-03,67,-419.2949175360228,63.84135523717161
2024-12-03,68,-430.1269706503033,74.51894790987636
2024-12-03,69,-425.19996924480387,46.65148280510041
2024-12-03,70,-384.4634028939717,34.83230243985583
2024-12-03,71,-417.14326441477624,61.61676895704039
2024-12-03,72,-422.20346053691026,61.25400552722754
2024-12-03,73,-427.4194789846011,62.9650529113909
2024-12-03,74,-417.61679374197416,58.174657566518164
2024-12-03,75,-411.1726352596689,51.58590759709103
2024-12-03,76,-401.63828293790493,28.881634566437697
2024-12-03,77,-400.0603751923624,27.220845505287794
2024-12-03,78,-407.2840737373104,47.41319660370391
2024-12-03,79,-414.6437723725465,61.81739618501926
2024-12-03,80,-423.4736076805582,66.12095451368538
2024-12-03,81,-428.1325537513776,68.20594837999136
2024-12-03,82,-428.6984204872108,68.00953427614968
2024-12-03,83,-394.8507314629647,42.05409694701699
2024-12-03,84,-369.5910765374643,27.379677735237124
2024-12-03,85,-413.849500029101,47.14914653420504
2024-12-03,86,-412.71064855735034,57.98568197576085
