Episode,Total_Reward,Total_Loss
296,-5722.219811531646,5722.219811531646
297,-5722.219811531646,5722.219811531646
298,-5722.219811531646,5722.219811531646
299,-5722.219811531646,5722.219811531646
300,-5722.219811531646,5722.219811531646
301,-5722.219811531646,5722.219811531646
302,-5722.219811531646,5722.219811531646
303,-5722.219811531646,5722.219811531646
304,-5722.219811531646,5722.219811531646
305,-5722.219811531646,5722.219811531646
306,-5722.219811531646,5722.219811531646
307,-5722.219811531646,5722.219811531646
308,-5722.219811531646,5722.219811531646
309,-5722.219811531646,5722.219811531646
310,-5722.219811531646,5722.219811531646
311,-5722.219811531646,5722.219811531646
312,-5722.219811531646,5722.219811531646
313,-5722.219811531646,5722.219811531646
314,-5722.219811531646,5722.219811531646
315,-5722.219811531646,5722.219811531646
316,-5722.219811531646,5722.219811531646
317,-5722.219811531646,5722.219811531646
318,-5722.219811531646,5722.219811531646
319,-5722.219811531646,5722.219811531646
320,-5722.219811531646,5722.219811531646
321,-5722.219811531646,5722.219811531646
322,-5722.219811531646,5722.219811531646
323,-5722.219811531646,5722.219811531646
324,-5722.219811531646,5722.219811531646
325,-5722.219811531646,5722.219811531646
326,-5722.219811531646,5722.219811531646
327,-5722.219811531646,5722.219811531646
328,-5722.219811531646,5722.219811531646
329,-5722.219811531646,5722.219811531646
330,-5722.219811531646,5722.219811531646
331,-5722.219811531646,5722.219811531646
332,-5722.219811531646,5722.219811531646
333,-5722.219811531646,5722.219811531646
334,-5722.219811531646,5722.219811531646
335,-5722.219811531646,5722.219811531646
336,-5722.219811531646,5722.219811531646
337,-5722.219811531646,5722.219811531646
338,-5722.219811531646,5722.219811531646
339,-5722.219811531646,5722.219811531646
340,-5722.219811531646,5722.219811531646
341,-5722.219811531646,5722.219811531646
342,-5722.219811531646,5722.219811531646
343,-5722.219811531646,5722.219811531646
344,-5722.219811531646,5722.219811531646
345,-5722.219811531646,5722.219811531646
346,-5722.219811531646,5722.219811531646
347,-5722.219811531646,5722.219811531646
348,-5722.219811531646,5722.219811531646
349,-5722.219811531646,5722.219811531646
350,-5722.219811531646,5722.219811531646
351,-5722.219811531646,5722.219811531646
352,-5722.219811531646,5722.219811531646
353,-5722.219811531646,5722.219811531646
354,-5722.219811531646,5722.219811531646
355,-5722.219811531646,5722.219811531646
356,-5722.219811531646,5722.219811531646
357,-5722.219811531646,5722.219811531646
358,-5722.219811531646,5722.219811531646
359,-5722.219811531646,5722.219811531646
360,-5722.219811531646,5722.219811531646
361,-5722.219811531646,5722.219811531646
362,-5722.219811531646,5722.219811531646
363,-5722.219811531646,5722.219811531646
364,-5722.219811531646,5722.219811531646
365,-5722.219811531646,5722.219811531646
366,-5722.219811531646,5722.219811531646
367,-5722.219811531646,5722.219811531646
368,-5722.219811531646,5722.219811531646
369,-5722.219811531646,5722.219811531646
370,-5722.219811531646,5722.219811531646
371,-5722.219811531646,5722.219811531646
372,-5722.219811531646,5722.219811531646
373,-5722.219811531646,5722.219811531646
374,-5722.219811531646,5722.219811531646
375,-5722.219811531646,5722.219811531646
376,-5722.219811531646,5722.219811531646
377,-5722.219811531646,5722.219811531646
378,-5722.219811531646,5722.219811531646
379,-5722.219811531646,5722.219811531646
380,-5722.219811531646,5722.219811531646
381,-5722.219811531646,5722.219811531646
382,-5722.219811531646,5722.219811531646
383,-5722.219811531646,5722.219811531646
384,-5722.219811531646,5722.219811531646
385,-5722.219811531646,5722.219811531646
386,-5722.219811531646,5722.219811531646
387,-5722.219811531646,5722.219811531646
388,-5722.219811531646,5722.219811531646
389,-5722.219811531646,5722.219811531646
390,-5722.219811531646,5722.219811531646
391,-5722.219811531646,5722.219811531646
392,-5722.219811531646,5722.219811531646
393,-5722.219811531646,5722.219811531646
394,-5722.219811531646,5722.219811531646
395,-5722.219811531646,5722.219811531646
396,-5722.219811531646,5722.219811531646
397,-5722.219811531646,5722.219811531646
398,-5722.219811531646,5722.219811531646
399,-5722.219811531646,5722.219811531646
400,-5722.219811531646,5722.219811531646
401,-5722.219811531646,5722.219811531646
402,-5722.219811531646,5722.219811531646
403,-5722.219811531646,5722.219811531646
404,-5722.219811531646,5722.219811531646
405,-5722.219811531646,5722.219811531646
406,-5722.219811531646,5722.219811531646
407,-5722.219811531646,5722.219811531646
408,-5722.219811531646,5722.219811531646
409,-5722.219811531646,5722.219811531646
410,-5722.219811531646,5722.219811531646
411,-5722.219811531646,5722.219811531646
412,-5722.219811531646,5722.219811531646
413,-5722.219811531646,5722.219811531646
414,-5722.219811531646,5722.219811531646
415,-5722.219811531646,5722.219811531646
416,-5722.219811531646,5722.219811531646
417,-5722.219811531646,5722.219811531646
418,-5722.219811531646,5722.219811531646
419,-5722.219811531646,5722.219811531646
420,-5722.219811531646,5722.219811531646
421,-5722.219811531646,5722.219811531646
422,-5722.219811531646,5722.219811531646
423,-5722.219811531646,5722.219811531646
424,-5722.219811531646,5722.219811531646
425,-5722.219811531646,5722.219811531646
426,-5722.219811531646,5722.219811531646
427,-5722.219811531646,5722.219811531646
428,-5722.219811531646,5722.219811531646
429,-5722.219811531646,5722.219811531646
430,-5722.219811531646,5722.219811531646
431,-5722.219811531646,5722.219811531646
432,-5722.219811531646,5722.219811531646
433,-5722.219811531646,5722.219811531646
434,-5722.219811531646,5722.219811531646
435,-5722.219811531646,5722.219811531646
436,-5722.219811531646,5722.219811531646
437,-5722.219811531646,5722.219811531646
438,-5722.219811531646,5722.219811531646
439,-5722.219811531646,5722.219811531646
440,-5722.219811531646,5722.219811531646
441,-5722.219811531646,5722.219811531646
442,-5722.219811531646,5722.219811531646
443,-5722.219811531646,5722.219811531646
444,-5722.219811531646,5722.219811531646
445,-5722.219811531646,5722.219811531646
446,-5722.219811531646,5722.219811531646
447,-5722.219811531646,5722.219811531646
448,-5722.219811531646,5722.219811531646
449,-5722.219811531646,5722.219811531646
450,-5722.219811531646,5722.219811531646
451,-5722.219811531646,5722.219811531646
452,-5722.219811531646,5722.219811531646
453,-5722.219811531646,5722.219811531646
454,-5722.219811531646,5722.219811531646
455,-5722.219811531646,5722.219811531646
456,-5722.219811531646,5722.219811531646
457,-5722.219811531646,5722.219811531646
458,-5722.219811531646,5722.219811531646
459,-5722.219811531646,5722.219811531646
460,-5722.219811531646,5722.219811531646
461,-5722.219811531646,5722.219811531646
462,-5722.219811531646,5722.219811531646
463,-5722.219811531646,5722.219811531646
464,-5722.219811531646,5722.219811531646
465,-5722.219811531646,5722.219811531646
466,-5722.219811531646,5722.219811531646
467,-5722.219811531646,5722.219811531646
468,-5722.219811531646,5722.219811531646
469,-5722.219811531646,5722.219811531646
470,-5722.219811531646,5722.219811531646
471,-5722.219811531646,5722.219811531646
472,-5722.219811531646,5722.219811531646
473,-5722.219811531646,5722.219811531646
474,-5722.219811531646,5722.219811531646
475,-5722.219811531646,5722.219811531646
476,-5722.219811531646,5722.219811531646
477,-5722.219811531646,5722.219811531646
478,-5722.219811531646,5722.219811531646
479,-5722.219811531646,5722.219811531646
480,-5722.219811531646,5722.219811531646
481,-5722.219811531646,5722.219811531646
482,-5722.219811531646,5722.219811531646
483,-5722.219811531646,5722.219811531646
484,-5722.219811531646,5722.219811531646
485,-5722.219811531646,5722.219811531646
486,-5722.219811531646,5722.219811531646
487,-5722.219811531646,5722.219811531646
488,-5722.219811531646,5722.219811531646
489,-5722.219811531646,5722.219811531646
490,-5722.219811531646,5722.219811531646
491,-5722.219811531646,5722.219811531646
492,-5722.219811531646,5722.219811531646
493,-5722.219811531646,5722.219811531646
494,-5722.219811531646,5722.219811531646
495,-5722.219811531646,5722.219811531646
496,-5722.219811531646,5722.219811531646
497,-5722.219811531646,5722.219811531646
498,-5722.219811531646,5722.219811531646
499,-5722.219811531646,5722.219811531646
500,-5722.219811531646,5722.219811531646
501,-5722.219811531646,5722.219811531646
502,-5722.219811531646,5722.219811531646
503,-5722.219811531646,5722.219811531646
504,-5722.219811531646,5722.219811531646
505,-5722.219811531646,5722.219811531646
506,-5722.219811531646,5722.219811531646
507,-5722.219811531646,5722.219811531646
508,-5722.219811531646,5722.219811531646
509,-5722.219811531646,5722.219811531646
510,-5722.219811531646,5722.219811531646
511,-5722.219811531646,5722.219811531646
512,-5722.219811531646,5722.219811531646
513,-5722.219811531646,5722.219811531646
514,-5722.219811531646,5722.219811531646
515,-5722.219811531646,5722.219811531646
516,-5722.219811531646,5722.219811531646
517,-5722.219811531646,5722.219811531646
518,-5722.219811531646,5722.219811531646
519,-5722.219811531646,5722.219811531646
520,-5722.219811531646,5722.219811531646
521,-5722.219811531646,5722.219811531646
522,-5722.219811531646,5722.219811531646
523,-5722.219811531646,5722.219811531646
524,-5722.219811531646,5722.219811531646
525,-5722.219811531646,5722.219811531646
526,-5722.219811531646,5722.219811531646
527,-5722.219811531646,5722.219811531646
528,-5722.219811531646,5722.219811531646
529,-5722.219811531646,5722.219811531646
530,-5722.219811531646,5722.219811531646
531,-5722.219811531646,5722.219811531646
532,-5722.219811531646,5722.219811531646
533,-5722.219811531646,5722.219811531646
534,-5722.219811531646,5722.219811531646
535,-5722.219811531646,5722.219811531646
536,-5722.219811531646,5722.219811531646
537,-5722.219811531646,5722.219811531646
538,-5722.219811531646,5722.219811531646
539,-5722.219811531646,5722.219811531646
540,-5722.219811531646,5722.219811531646
541,-5722.219811531646,5722.219811531646
542,-5722.219811531646,5722.219811531646
543,-5722.219811531646,5722.219811531646
544,-5722.219811531646,5722.219811531646
545,-5722.219811531646,5722.219811531646
546,-5722.219811531646,5722.219811531646
547,-5722.219811531646,5722.219811531646
548,-5722.219811531646,5722.219811531646
549,-5722.219811531646,5722.219811531646
550,-5722.219811531646,5722.219811531646
551,-5722.219811531646,5722.219811531646
552,-5722.219811531646,5722.219811531646
553,-5722.219811531646,5722.219811531646
554,-5722.219811531646,5722.219811531646
555,-5722.219811531646,5722.219811531646
556,-5722.219811531646,5722.219811531646
557,-5722.219811531646,5722.219811531646
558,-5722.219811531646,5722.219811531646
559,-5722.219811531646,5722.219811531646
560,-5722.219811531646,5722.219811531646
561,-5722.219811531646,5722.219811531646
562,-5722.219811531646,5722.219811531646
563,-5722.219811531646,5722.219811531646
564,-5722.219811531646,5722.219811531646
565,-5722.219811531646,5722.219811531646
566,-5722.219811531646,5722.219811531646
567,-5722.219811531646,5722.219811531646
568,-5722.219811531646,5722.219811531646
569,-5722.219811531646,5722.219811531646
570,-5722.219811531646,5722.219811531646
571,-5722.219811531646,5722.219811531646
572,-5722.219811531646,5722.219811531646
573,-5722.219811531646,5722.219811531646
574,-5722.219811531646,5722.219811531646
575,-5722.219811531646,5722.219811531646
576,-5722.219811531646,5722.219811531646
577,-5722.219811531646,5722.219811531646
578,-5722.219811531646,5722.219811531646
579,-5722.219811531646,5722.219811531646
580,-5722.219811531646,5722.219811531646
581,-5722.219811531646,5722.219811531646
582,-5722.219811531646,5722.219811531646
583,-5722.219811531646,5722.219811531646
584,-5722.219811531646,5722.219811531646
585,-5722.219811531646,5722.219811531646
586,-5722.219811531646,5722.219811531646
587,-5722.219811531646,5722.219811531646
588,-5722.219811531646,5722.219811531646
589,-5722.219811531646,5722.219811531646
590,-5722.219811531646,5722.219811531646
591,-5722.219811531646,5722.219811531646
592,-5722.219811531646,5722.219811531646
593,-5722.219811531646,5722.219811531646
594,-5722.219811531646,5722.219811531646
595,-5722.219811531646,5722.219811531646
596,-5722.219811531646,5722.219811531646
597,-5722.219811531646,5722.219811531646
598,-5722.219811531646,5722.219811531646
599,-5722.219811531646,5722.219811531646
600,-5722.219811531646,5722.219811531646
601,-5722.219811531646,5722.219811531646
602,-5722.219811531646,5722.219811531646
603,-5722.219811531646,5722.219811531646
604,-5722.219811531646,5722.219811531646
605,-5722.219811531646,5722.219811531646
606,-5722.219811531646,5722.219811531646
607,-5722.219811531646,5722.219811531646
608,-5722.219811531646,5722.219811531646
609,-5722.219811531646,5722.219811531646
610,-5722.219811531646,5722.219811531646
611,-5722.219811531646,5722.219811531646
612,-5722.219811531646,5722.219811531646
613,-5722.219811531646,5722.219811531646
614,-5722.219811531646,5722.219811531646
615,-5722.219811531646,5722.219811531646
616,-5722.219811531646,5722.219811531646
617,-5722.219811531646,5722.219811531646
618,-5722.219811531646,5722.219811531646
619,-5722.219811531646,5722.219811531646
620,-5722.219811531646,5722.219811531646
621,-5722.219811531646,5722.219811531646
622,-5722.219811531646,5722.219811531646
623,-5722.219811531646,5722.219811531646
624,-5722.219811531646,5722.219811531646
625,-5722.219811531646,5722.219811531646
626,-5722.219811531646,5722.219811531646
627,-5722.219811531646,5722.219811531646
628,-5722.219811531646,5722.219811531646
629,-5722.219811531646,5722.219811531646
630,-5722.219811531646,5722.219811531646
631,-5722.219811531646,5722.219811531646
632,-5722.219811531646,5722.219811531646
633,-5722.219811531646,5722.219811531646
634,-5722.219811531646,5722.219811531646
635,-5722.219811531646,5722.219811531646
636,-5722.219811531646,5722.219811531646
637,-5722.219811531646,5722.219811531646
638,-5722.219811531646,5722.219811531646
639,-5722.219811531646,5722.219811531646
640,-5722.219811531646,5722.219811531646
641,-5722.219811531646,5722.219811531646
642,-5722.219811531646,5722.219811531646
643,-5722.219811531646,5722.219811531646
644,-5722.219811531646,5722.219811531646
645,-5722.219811531646,5722.219811531646
646,-5722.219811531646,5722.219811531646
647,-5722.219811531646,5722.219811531646
648,-5722.219811531646,5722.219811531646
649,-5722.219811531646,5722.219811531646
650,-5722.219811531646,5722.219811531646
651,-5722.219811531646,5722.219811531646
652,-5722.219811531646,5722.219811531646
653,-5722.219811531646,5722.219811531646
654,-5722.219811531646,5722.219811531646
655,-5722.219811531646,5722.219811531646
656,-5722.219811531646,5722.219811531646
657,-5722.219811531646,5722.219811531646
658,-5722.219811531646,5722.219811531646
659,-5722.219811531646,5722.219811531646
660,-5722.219811531646,5722.219811531646
661,-5722.219811531646,5722.219811531646
662,-5722.219811531646,5722.219811531646
663,-5722.219811531646,5722.219811531646
664,-5722.219811531646,5722.219811531646
665,-5722.219811531646,5722.219811531646
666,-5722.219811531646,5722.219811531646
667,-5722.219811531646,5722.219811531646
668,-5722.219811531646,5722.219811531646
669,-5722.219811531646,5722.219811531646
670,-5722.219811531646,5722.219811531646
671,-5722.219811531646,5722.219811531646
672,-5722.219811531646,5722.219811531646
673,-5722.219811531646,5722.219811531646
674,-5722.219811531646,5722.219811531646
675,-5722.219811531646,5722.219811531646
676,-5722.219811531646,5722.219811531646
677,-5722.219811531646,5722.219811531646
678,-5722.219811531646,5722.219811531646
679,-5722.219811531646,5722.219811531646
680,-5722.219811531646,5722.219811531646
681,-5722.219811531646,5722.219811531646
682,-5722.219811531646,5722.219811531646
683,-5722.219811531646,5722.219811531646
684,-5722.219811531646,5722.219811531646
685,-5722.219811531646,5722.219811531646
686,-5722.219811531646,5722.219811531646
687,-5722.219811531646,5722.219811531646
688,-5722.219811531646,5722.219811531646
689,-5722.219811531646,5722.219811531646
690,-5722.219811531646,5722.219811531646
691,-5722.219811531646,5722.219811531646
692,-5722.219811531646,5722.219811531646
693,-5722.219811531646,5722.219811531646
694,-5722.219811531646,5722.219811531646
695,-5722.219811531646,5722.219811531646
696,-5722.219811531646,5722.219811531646
697,-5722.219811531646,5722.219811531646
698,-5722.219811531646,5722.219811531646
699,-5722.219811531646,5722.219811531646
700,-5722.219811531646,5722.219811531646
701,-5722.219811531646,5722.219811531646
702,-5722.219811531646,5722.219811531646
703,-5722.219811531646,5722.219811531646
704,-5722.219811531646,5722.219811531646
705,-5722.219811531646,5722.219811531646
706,-5722.219811531646,5722.219811531646
707,-5722.219811531646,5722.219811531646
708,-5722.219811531646,5722.219811531646
709,-5722.219811531646,5722.219811531646
710,-5722.219811531646,5722.219811531646
711,-5722.219811531646,5722.219811531646
712,-5722.219811531646,5722.219811531646
713,-5722.219811531646,5722.219811531646
714,-5722.219811531646,5722.219811531646
715,-5722.219811531646,5722.219811531646
716,-5722.219811531646,5722.219811531646
717,-5722.219811531646,5722.219811531646
718,-5722.219811531646,5722.219811531646
719,-5722.219811531646,5722.219811531646
720,-5722.219811531646,5722.219811531646
721,-5722.219811531646,5722.219811531646
722,-5722.219811531646,5722.219811531646
723,-5722.219811531646,5722.219811531646
724,-5722.219811531646,5722.219811531646
725,-5722.219811531646,5722.219811531646
726,-5722.219811531646,5722.219811531646
727,-5722.219811531646,5722.219811531646
728,-5722.219811531646,5722.219811531646
729,-5722.219811531646,5722.219811531646
730,-5722.219811531646,5722.219811531646
731,-5722.219811531646,5722.219811531646
732,-5722.219811531646,5722.219811531646
733,-5722.219811531646,5722.219811531646
734,-5722.219811531646,5722.219811531646
