Episode,Total_Reward,Total_Loss
1,-5722.219811531646,5722.219811531646
2,-5722.219811531646,5722.219811531646
3,-5722.219811531646,5722.219811531646
4,-5722.219811531646,5722.219811531646
5,-5722.219811531646,5722.219811531646
6,-5722.219811531646,5722.219811531646
7,-5722.219811531646,5722.219811531646
8,-5722.219811531646,5722.219811531646
9,-5722.219811531646,5722.219811531646
10,-5722.219811531646,5722.219811531646
11,-5722.219811531646,5722.219811531646
12,-5722.219811531646,5722.219811531646
13,-5722.219811531646,5722.219811531646
14,-5722.219811531646,5722.219811531646
15,-5722.219811531646,5722.219811531646
16,-5722.219811531646,5722.219811531646
17,-5722.219811531646,5722.219811531646
18,-5722.219811531646,5722.219811531646
19,-5722.219811531646,5722.219811531646
20,-5722.219811531646,5722.219811531646
21,-5722.219811531646,5722.219811531646
22,-5722.219811531646,5722.219811531646
23,-5722.219811531646,5722.219811531646
24,-5722.219811531646,5722.219811531646
25,-5722.219811531646,5722.219811531646
26,-5722.219811531646,5722.219811531646
27,-5722.219811531646,5722.219811531646
28,-5722.219811531646,5722.219811531646
29,-5722.219811531646,5722.219811531646
30,-5722.219811531646,5722.219811531646
31,-5722.219811531646,5722.219811531646
32,-5722.219811531646,5722.219811531646
33,-5722.219811531646,5722.219811531646
34,-5722.219811531646,5722.219811531646
35,-5722.219811531646,5722.219811531646
36,-5722.219811531646,5722.219811531646
37,-5722.219811531646,5722.219811531646
38,-5722.219811531646,5722.219811531646
39,-5722.219811531646,5722.219811531646
40,-5722.219811531646,5722.219811531646
41,-5722.219811531646,5722.219811531646
42,-5722.219811531646,5722.219811531646
43,-5722.219811531646,5722.219811531646
44,-5722.219811531646,5722.219811531646
45,-5722.219811531646,5722.219811531646
46,-5722.219811531646,5722.219811531646
47,-5722.219811531646,5722.219811531646
48,-5722.219811531646,5722.219811531646
49,-5722.219811531646,5722.219811531646
50,-5722.219811531646,5722.219811531646
51,-5722.219811531646,5722.219811531646
52,-5722.219811531646,5722.219811531646
53,-5722.219811531646,5722.219811531646
54,-5722.219811531646,5722.219811531646
55,-5722.219811531646,5722.219811531646
56,-5722.219811531646,5722.219811531646
57,-5722.219811531646,5722.219811531646
58,-5722.219811531646,5722.219811531646
59,-5722.219811531646,5722.219811531646
60,-5722.219811531646,5722.219811531646
61,-5722.219811531646,5722.219811531646
62,-5722.219811531646,5722.219811531646
63,-5722.219811531646,5722.219811531646
64,-5722.219811531646,5722.219811531646
65,-5722.219811531646,5722.219811531646
66,-5722.219811531646,5722.219811531646
67,-5722.219811531646,5722.219811531646
68,-5722.219811531646,5722.219811531646
69,-5722.219811531646,5722.219811531646
70,-5722.219811531646,5722.219811531646
71,-5722.219811531646,5722.219811531646
72,-5722.219811531646,5722.219811531646
73,-5722.219811531646,5722.219811531646
74,-5722.219811531646,5722.219811531646
75,-5722.219811531646,5722.219811531646
76,-5722.219811531646,5722.219811531646
77,-5722.219811531646,5722.219811531646
78,-5722.219811531646,5722.219811531646
79,-5722.219811531646,5722.219811531646
80,-5722.219811531646,5722.219811531646
81,-5722.219811531646,5722.219811531646
82,-5722.219811531646,5722.219811531646
83,-5722.219811531646,5722.219811531646
84,-5722.219811531646,5722.219811531646
85,-5722.219811531646,5722.219811531646
86,-5722.219811531646,5722.219811531646
87,-5722.219811531646,5722.219811531646
88,-5722.219811531646,5722.219811531646
89,-5722.219811531646,5722.219811531646
90,-5722.219811531646,5722.219811531646
91,-5722.219811531646,5722.219811531646
92,-5722.219811531646,5722.219811531646
93,-5722.219811531646,5722.219811531646
94,-5722.219811531646,5722.219811531646
95,-5722.219811531646,5722.219811531646
96,-5722.219811531646,5722.219811531646
97,-5722.219811531646,5722.219811531646
98,-5722.219811531646,5722.219811531646
99,-5722.219811531646,5722.219811531646
100,-5722.219811531646,5722.219811531646
101,-5722.219811531646,5722.219811531646
102,-5722.219811531646,5722.219811531646
103,-5722.219811531646,5722.219811531646
104,-5722.219811531646,5722.219811531646
105,-5722.219811531646,5722.219811531646
106,-5722.219811531646,5722.219811531646
107,-5722.219811531646,5722.219811531646
108,-5722.219811531646,5722.219811531646
109,-5722.219811531646,5722.219811531646
110,-5722.219811531646,5722.219811531646
111,-5722.219811531646,5722.219811531646
112,-5722.219811531646,5722.219811531646
113,-5722.219811531646,5722.219811531646
114,-5722.219811531646,5722.219811531646
115,-5722.219811531646,5722.219811531646
116,-5722.219811531646,5722.219811531646
117,-5722.219811531646,5722.219811531646
118,-5722.219811531646,5722.219811531646
119,-5722.219811531646,5722.219811531646
120,-5722.219811531646,5722.219811531646
121,-5722.219811531646,5722.219811531646
122,-5722.219811531646,5722.219811531646
123,-5722.219811531646,5722.219811531646
124,-5722.219811531646,5722.219811531646
125,-5722.219811531646,5722.219811531646
126,-5722.219811531646,5722.219811531646
127,-5722.219811531646,5722.219811531646
128,-5722.219811531646,5722.219811531646
129,-5722.219811531646,5722.219811531646
130,-5722.219811531646,5722.219811531646
131,-5722.219811531646,5722.219811531646
132,-5722.219811531646,5722.219811531646
133,-5722.219811531646,5722.219811531646
134,-5722.219811531646,5722.219811531646
135,-5722.219811531646,5722.219811531646
136,-5722.219811531646,5722.219811531646
137,-5722.219811531646,5722.219811531646
138,-5722.219811531646,5722.219811531646
139,-5722.219811531646,5722.219811531646
140,-5722.219811531646,5722.219811531646
141,-5722.219811531646,5722.219811531646
142,-5722.219811531646,5722.219811531646
143,-5722.219811531646,5722.219811531646
144,-5722.219811531646,5722.219811531646
145,-5722.219811531646,5722.219811531646
146,-5722.219811531646,5722.219811531646
147,-5722.219811531646,5722.219811531646
148,-5722.219811531646,5722.219811531646
149,-5722.219811531646,5722.219811531646
150,-5722.219811531646,5722.219811531646
151,-5722.219811531646,5722.219811531646
152,-5722.219811531646,5722.219811531646
153,-5722.219811531646,5722.219811531646
154,-5722.219811531646,5722.219811531646
155,-5722.219811531646,5722.219811531646
156,-5722.219811531646,5722.219811531646
157,-5722.219811531646,5722.219811531646
158,-5722.219811531646,5722.219811531646
159,-5722.219811531646,5722.219811531646
160,-5722.219811531646,5722.219811531646
161,-5722.219811531646,5722.219811531646
162,-5722.219811531646,5722.219811531646
163,-5722.219811531646,5722.219811531646
164,-5722.219811531646,5722.219811531646
165,-5722.219811531646,5722.219811531646
166,-5722.219811531646,5722.219811531646
167,-5722.219811531646,5722.219811531646
168,-5722.219811531646,5722.219811531646
169,-5722.219811531646,5722.219811531646
170,-5722.219811531646,5722.219811531646
171,-5722.219811531646,5722.219811531646
172,-5722.219811531646,5722.219811531646
173,-5722.219811531646,5722.219811531646
174,-5722.219811531646,5722.219811531646
175,-5722.219811531646,5722.219811531646
176,-5722.219811531646,5722.219811531646
177,-5722.219811531646,5722.219811531646
178,-5722.219811531646,5722.219811531646
179,-5722.219811531646,5722.219811531646
180,-5722.219811531646,5722.219811531646
181,-5722.219811531646,5722.219811531646
182,-5722.219811531646,5722.219811531646
183,-5722.219811531646,5722.219811531646
184,-5722.219811531646,5722.219811531646
185,-5722.219811531646,5722.219811531646
186,-5722.219811531646,5722.219811531646
187,-5722.219811531646,5722.219811531646
188,-5722.219811531646,5722.219811531646
189,-5722.219811531646,5722.219811531646
190,-5722.219811531646,5722.219811531646
191,-5722.219811531646,5722.219811531646
192,-5722.219811531646,5722.219811531646
193,-5722.219811531646,5722.219811531646
194,-5722.219811531646,5722.219811531646
195,-5722.219811531646,5722.219811531646
196,-5722.219811531646,5722.219811531646
197,-5722.219811531646,5722.219811531646
198,-5722.219811531646,5722.219811531646
199,-5722.219811531646,5722.219811531646
200,-5722.219811531646,5722.219811531646
201,-5722.219811531646,5722.219811531646
202,-5722.219811531646,5722.219811531646
203,-5722.219811531646,5722.219811531646
204,-5722.219811531646,5722.219811531646
205,-5722.219811531646,5722.219811531646
206,-5722.219811531646,5722.219811531646
207,-5722.219811531646,5722.219811531646
208,-5722.219811531646,5722.219811531646
209,-5722.219811531646,5722.219811531646
210,-5722.219811531646,5722.219811531646
211,-5722.219811531646,5722.219811531646
212,-5722.219811531646,5722.219811531646
213,-5722.219811531646,5722.219811531646
214,-5722.219811531646,5722.219811531646
215,-5722.219811531646,5722.219811531646
216,-5722.219811531646,5722.219811531646
217,-5722.219811531646,5722.219811531646
218,-5722.219811531646,5722.219811531646
219,-5722.219811531646,5722.219811531646
220,-5722.219811531646,5722.219811531646
221,-5722.219811531646,5722.219811531646
222,-5722.219811531646,5722.219811531646
223,-5722.219811531646,5722.219811531646
224,-5722.219811531646,5722.219811531646
225,-5722.219811531646,5722.219811531646
226,-5722.219811531646,5722.219811531646
227,-5722.219811531646,5722.219811531646
228,-5722.219811531646,5722.219811531646
229,-5722.219811531646,5722.219811531646
230,-5722.219811531646,5722.219811531646
231,-5722.219811531646,5722.219811531646
232,-5722.219811531646,5722.219811531646
233,-5722.219811531646,5722.219811531646
234,-5722.219811531646,5722.219811531646
235,-5722.219811531646,5722.219811531646
236,-5722.219811531646,5722.219811531646
237,-5722.219811531646,5722.219811531646
238,-5722.219811531646,5722.219811531646
239,-5722.219811531646,5722.219811531646
240,-5722.219811531646,5722.219811531646
241,-5722.219811531646,5722.219811531646
242,-5722.219811531646,5722.219811531646
243,-5722.219811531646,5722.219811531646
244,-5722.219811531646,5722.219811531646
245,-5722.219811531646,5722.219811531646
246,-5722.219811531646,5722.219811531646
247,-5722.219811531646,5722.219811531646
248,-5722.219811531646,5722.219811531646
249,-5722.219811531646,5722.219811531646
250,-5722.219811531646,5722.219811531646
251,-5722.219811531646,5722.219811531646
252,-5722.219811531646,5722.219811531646
253,-5722.219811531646,5722.219811531646
254,-5722.219811531646,5722.219811531646
255,-5722.219811531646,5722.219811531646
256,-5722.219811531646,5722.219811531646
257,-5722.219811531646,5722.219811531646
258,-5722.219811531646,5722.219811531646
259,-5722.219811531646,5722.219811531646
260,-5722.219811531646,5722.219811531646
261,-5722.219811531646,5722.219811531646
262,-5722.219811531646,5722.219811531646
263,-5722.219811531646,5722.219811531646
264,-5722.219811531646,5722.219811531646
265,-5722.219811531646,5722.219811531646
266,-5722.219811531646,5722.219811531646
267,-5722.219811531646,5722.219811531646
268,-5722.219811531646,5722.219811531646
269,-5722.219811531646,5722.219811531646
270,-5722.219811531646,5722.219811531646
271,-5722.219811531646,5722.219811531646
272,-5722.219811531646,5722.219811531646
273,-5722.219811531646,5722.219811531646
274,-5722.219811531646,5722.219811531646
275,-5722.219811531646,5722.219811531646
276,-5722.219811531646,5722.219811531646
277,-5722.219811531646,5722.219811531646
278,-5722.219811531646,5722.219811531646
279,-5722.219811531646,5722.219811531646
280,-5722.219811531646,5722.219811531646
281,-5722.219811531646,5722.219811531646
282,-5722.219811531646,5722.219811531646
283,-5722.219811531646,5722.219811531646
284,-5722.219811531646,5722.219811531646
285,-5722.219811531646,5722.219811531646
286,-5722.219811531646,5722.219811531646
287,-5722.219811531646,5722.219811531646
288,-5722.219811531646,5722.219811531646
289,-5722.219811531646,5722.219811531646
290,-5722.219811531646,5722.219811531646
291,-5722.219811531646,5722.219811531646
292,-5722.219811531646,5722.219811531646
293,-5722.219811531646,5722.219811531646
294,-5722.219811531646,5722.219811531646
295,-5722.219811531646,5722.219811531646
