Date,Episode,Hour,Action,Battery_Energy,System_Loss
2024-11-27,7,13,"[-0.3549785614013672, 0.043176956474781036, -0.9511561989784241, -0.508240818977356, -0.6652038097381592]",0.8,575.4950001025696
2024-11-27,7,14,"[-0.13596434891223907, -0.12120836973190308, -0.9344961047172546, -0.2216484397649765, -0.6383160948753357]",0.8,594.2338575868744
2024-11-27,7,15,"[-0.13574768602848053, -0.05344483628869057, -0.9482892751693726, -0.37864288687705994, -0.6642999053001404]",0.8,558.6094028436323
2024-11-27,7,16,"[-0.15301251411437988, -0.1859850436449051, -0.9229525923728943, -0.3110295236110687, -0.6825578212738037]",0.8,522.7864196419958
2024-11-27,7,17,"[-0.046731192618608475, -0.06522168219089508, -0.9150617122650146, -0.3097571134567261, -0.7045155167579651]",0.8,538.5884881108356
2024-11-27,7,18,"[0.06885195523500443, -0.1412261575460434, -0.9253373146057129, -0.44503477215766907, -0.7217910885810852]",0.8674749161303044,590.5672524518526
2024-11-27,7,19,"[0.09305122494697571, -0.09947913140058517, -0.9557408094406128, -0.5614246726036072, -0.7973200082778931]",0.9586651165783405,566.7449715957866
2024-11-27,7,20,"[0.05555739626288414, -0.1665196716785431, -0.9414036273956299, -0.4830006957054138, -0.7490068674087524]",1.013111364915967,571.0276972722007
2024-11-27,7,21,"[-0.07786852866411209, -0.15603949129581451, -0.9258957505226135, -0.5488064885139465, -0.7448270320892334]",0.9368002068251372,529.2422890884882
2024-11-27,7,22,"[-0.06559160351753235, -0.20520171523094177, -0.9032899141311646, -0.45057085156440735, -0.742499828338623]",0.8725204353779555,522.978397747708
2024-11-27,7,23,"[-0.1102239266037941, -0.26073288917541504, -0.9022482633590698, -0.4265519082546234, -0.779057502746582]",0.8,495.07388116974084
2024-11-27,7,24,"[-0.05277451127767563, -0.26077622175216675, -0.8884910345077515, -0.40237900614738464, -0.7276934385299683]",0.8,494.0977924348646
2024-11-27,8,1,"[-0.17652900516986847, -0.199374720454216, -0.8770815134048462, -0.4324142038822174, -0.7520842552185059]",1.8270015749335289,488.9131500044478
2024-11-27,8,2,"[-0.0713128075003624, -0.17967768013477325, -0.9059075713157654, -0.3586445450782776, -0.7348443269729614]",1.7571150235831738,446.9408538586981
2024-11-27,8,3,"[0.1155112236738205, -0.047975704073905945, -0.9150199890136719, -0.42125749588012695, -0.7030395865440369]",1.8703160227835178,457.3149497331676
2024-11-27,8,4,"[0.054983168840408325, -0.09077897667884827, -0.9110645055770874, -0.4614655673503876, -0.7004189491271973]",1.924199528247118,428.3955631023368
2024-11-27,8,5,"[0.06223081424832344, -0.14468878507614136, -0.878066897392273, -0.47722235321998596, -0.6336934566497803]",1.985185726210475,447.2119732458243
2024-11-27,8,6,"[0.04465137794613838, -0.0636918842792511, -0.9032241702079773, -0.41218817234039307, -0.6894421577453613]",2.0289440765976905,466.7902883460487
2024-11-27,8,7,"[-0.15181078016757965, -0.1581117808818817, -0.8986110687255859, -0.3768327832221985, -0.6770721673965454]",1.8801695120334625,791.1714995447552
