Date,Episode,Hour,Action,Battery_Energy,System_Loss
2024-12-03,3,2,"[0.8272994756698608, -0.271453320980072, 0.08050934970378876, -0.5057118535041809, 0.5807486772537231]",0.8,2.2401900692974386
2024-12-03,3,3,"[0.821938157081604, -0.1841406375169754, 0.15641872584819794, -0.4758933186531067, 0.5490240454673767]",0.8,2.078947832926392
2024-12-03,3,4,"[0.8531441688537598, -0.1349993199110031, 0.358990341424942, -0.481605589389801, 0.629263699054718]",0.8,2.140342775744964
2024-12-03,3,5,"[0.8664679527282715, -0.0950445607304573, 0.4156530201435089, -0.46451520919799805, 0.5047785043716431]",0.8,2.2775615412028727
2024-12-03,3,6,"[0.8760848045349121, -0.047370657324790955, 0.41135454177856445, -0.5041887760162354, 0.48870041966438293]",0.8,2.555275085389539
2024-12-03,3,7,"[0.8747060298919678, -0.17475304007530212, 0.36195650696754456, -0.5823097229003906, 0.672386884689331]",0.8,4.597325117156565
2024-12-03,3,8,"[0.8483599424362183, -0.5865193009376526, 0.15603472292423248, -0.6849483251571655, 0.8730945587158203]",0.8,5.673048824208754
2024-12-03,3,9,"[0.8856653571128845, -0.7301097512245178, 0.1666473001241684, -0.7246113419532776, 0.9441654086112976]",0.8,6.789420305204798
2024-12-03,3,10,"[0.9666763544082642, -0.6355236768722534, 0.320119172334671, -0.6466727256774902, 0.9572985768318176]",0.8,7.407706697789998
2024-12-03,3,11,"[0.9864725470542908, -0.656341552734375, 0.5593691468238831, -0.6630879044532776, 0.9411577582359314]",0.8,7.907579411837214
2024-12-03,3,12,"[0.9708057641983032, -0.7025259137153625, 0.4529098868370056, -0.7446922659873962, 0.9741767048835754]",0.8,7.358418586317581
2024-12-03,3,13,"[0.9926905632019043, -0.5708158612251282, 0.8418810963630676, -0.5749414563179016, 0.9239506721496582]",0.8,6.682282745506635
2024-12-03,3,14,"[0.9818627834320068, -0.5701477527618408, 0.6777793765068054, -0.6000158190727234, 0.9498535990715027]",0.8,6.47247206026717
2024-12-03,3,15,"[0.9825818538665771, -0.5546939969062805, 0.6113312840461731, -0.5455655455589294, 0.9430564641952515]",0.8,5.943072428271233
2024-12-03,3,16,"[0.9721145033836365, -0.6671664118766785, 0.305453360080719, -0.5663152933120728, 0.9329537153244019]",0.8,5.6177920485954225
2024-12-03,3,17,"[0.9580392241477966, -0.5506026148796082, 0.3568108081817627, -0.6414187550544739, 0.9052729606628418]",0.8,4.835749954302094
2024-12-03,3,18,"[0.9807831645011902, -0.40573641657829285, 0.6084005236625671, -0.6499899625778198, 0.4827135503292084]",0.8,4.341043446285789
2024-12-03,3,19,"[0.9534955620765686, -0.29782676696777344, 0.25229939818382263, -0.7369670271873474, 0.2549041211605072]",0.8,3.7927469286076043
2024-12-03,3,20,"[0.8881375789642334, -0.5234555602073669, -0.06221939995884895, -0.7535414695739746, 0.2538488209247589]",0.8,3.01598959666818
2024-12-03,3,21,"[0.8461551070213318, -0.42705583572387695, -0.0459170900285244, -0.6417933106422424, 0.3505202531814575]",0.8,2.2060496631572803
2024-12-03,3,22,"[0.749423086643219, -0.39330074191093445, -0.12344879657030106, -0.5460264086723328, 0.4469374120235443]",0.8,1.7340865445974005
2024-12-03,3,23,"[0.8067536950111389, -0.2652602791786194, 0.1469634622335434, -0.4025898277759552, 0.5148447155952454]",0.8,1.6620454205382904
2024-12-03,3,24,"[0.8233575820922852, -0.17617198824882507, 0.2763863801956177, -0.3571733832359314, 0.48202192783355713]",0.8,1.6655582478112112
2024-12-03,4,1,"[0.7850719690322876, -0.22437982261180878, 0.0695110410451889, -0.37717628479003906, 0.4804731607437134]",1.230629470348358,1.6722033160691552
2024-12-03,4,2,"[0.8206931948661804, -0.22645902633666992, 0.23189319670200348, -0.344980925321579, 0.46334347128868103]",0.8,1.9161389958320698
2024-12-03,4,3,"[0.8223617672920227, -0.10816621780395508, 0.27403900027275085, -0.4548954963684082, 0.5727400183677673]",0.8,1.9430494288645275
2024-12-03,4,4,"[0.8095172047615051, -0.13059791922569275, 0.23553113639354706, -0.428866982460022, 0.6309990882873535]",0.8,1.8421145538025177
2024-12-03,4,5,"[0.8194170594215393, -0.10966741293668747, 0.29324015974998474, -0.4799203872680664, 0.5927010178565979]",0.8,2.014666804131207
2024-12-03,4,6,"[0.806127667427063, -0.11904453486204147, 0.23418037593364716, -0.46514350175857544, 0.6157591342926025]",0.8,2.49437953741585
2024-12-03,4,7,"[0.8679373264312744, -0.12772440910339355, 0.3828577697277069, -0.5500630736351013, 0.6914418339729309]",0.8,4.1921709155017375
2024-12-03,4,8,"[0.8208176493644714, -0.5920720100402832, -0.015813611447811127, -0.5950890779495239, 0.8983285427093506]",0.8,6.771073338586098
2024-12-03,4,9,"[0.9804005026817322, -0.7142996788024902, 0.5302774906158447, -0.6916838884353638, 0.9693969488143921]",0.8,7.929993542130848
2024-12-03,4,10,"[0.9723593592643738, -0.7238683700561523, 0.11640866845846176, -0.7857282757759094, 0.9712744951248169]",0.8,9.209513082522994
2024-12-03,4,11,"[0.982043445110321, -0.8963678479194641, -0.006307726725935936, -0.5785481929779053, 0.9744614958763123]",0.8,15.96755785955132
2024-12-03,4,12,"[0.9890884757041931, -0.8611425161361694, 0.02486357092857361, -0.8336652517318726, 0.9943104982376099]",0.8,14.353176376931646
