Date,Episode,Total_Reward,Total_Loss
2024-11-27,399,-5712.412851079842,5358.798104944904
2024-11-27,400,-5470.0504637311515,5124.445907313149
2024-11-27,401,-4669.922626164539,4329.512960345382
2024-11-27,402,-5129.570243054666,4780.073959580945
2024-11-27,403,-4954.958691564328,4605.964717124918
2024-11-27,404,-5376.537526679014,5011.220133099301
2024-11-27,405,-5016.536379123627,4665.503215196755
2024-11-27,406,-5171.75932961735,4813.315124350378
2024-11-27,407,-4984.372017047687,4620.319676862186
2024-11-27,408,-4703.709439787639,4336.197404077575
2024-11-27,409,-5146.0317504859395,4777.53688030011
2024-11-27,410,-4937.765989508279,4581.122818950731
2024-11-27,411,-4804.275306185346,4450.934000166864
2024-11-27,412,-5250.571034116873,4900.497748322543
2024-11-27,413,-4976.977650989638,4603.348002523603
2024-11-27,414,-4632.954277963134,4282.820370112727
2024-11-27,415,-4859.643729459721,4503.9215883174575
2024-11-27,416,-4596.107424712974,4256.937164712133
2024-11-27,417,-4536.783908629713,4195.909246831428
2024-11-27,418,-4863.630258370823,4504.103889366188
2024-11-27,419,-4941.189350797062,4583.742748543751
2024-11-27,420,-4887.0941980955695,4526.6028584276255
2024-11-27,421,-4499.9064464311205,4137.869485318766
2024-11-27,422,-4618.839948031618,4259.818187927416
2024-11-27,423,-5008.089460667659,4647.147591758845
2024-11-27,424,-5148.452776016123,4787.761995082002
2024-11-27,425,-4793.5994878289575,4453.403521303969
2024-11-27,426,-4965.7821791167125,4628.100393973666
2024-11-27,427,-4820.633064422123,4475.837763521476
2024-11-27,428,-4587.11334900751,4242.124771847538
2024-11-27,429,-4199.627132923917,3861.4742866781785
2024-11-27,430,-4844.634078820612,4488.448754902766
2024-11-27,431,-4711.055793933623,4371.52204394028
2024-11-27,432,-4717.933397949616,4369.118198572526
2024-11-27,433,-4932.371735770212,4580.619222402592
2024-11-27,434,-4759.561753434316,4389.936751741348
2024-11-27,435,-4802.981505208568,4437.380160827173
2024-11-27,436,-4590.944015711205,4239.76358205849
2024-11-27,437,-4261.536111121915,3912.0028379671066
2024-11-27,438,-4886.256938180642,4545.0744577509495
2024-11-27,439,-4482.068295898435,4141.232731344015
2024-11-27,440,-4232.371119127892,3866.558803961119
2024-11-27,441,-4897.641912536556,4526.302522701305
2024-11-27,442,-4608.294596052144,4239.260807265904
2024-11-27,443,-4395.462395081472,4050.6835886456947
2024-11-27,444,-4667.065576180963,4312.855224082798
2024-11-27,445,-4862.697961641928,4500.437721850702
2024-11-27,446,-5013.977833089056,4639.219859300957
2024-11-27,447,-4759.637294119198,4404.354954635554
2024-11-27,448,-5040.253734357638,4664.907787395108
2024-11-27,449,-5277.25123039695,4907.87995745504
2024-11-27,450,-4162.15324879445,3821.259820845395
2024-11-27,451,-4374.362569716324,4023.4982441908037
2024-11-27,452,-4485.681537369853,4136.467205386817
2024-11-27,453,-4862.725471716783,4493.700391343173
2024-11-27,454,-4442.321844876393,4079.1598852222787
2024-11-27,455,-4202.927481016315,3832.441707987806
2024-11-27,456,-4380.162805442959,4015.961747989802
2024-11-27,457,-4047.5730741901225,3702.24528210811
